% Freq (Hz)	Omega_0(f)	2*sigma(f)
7.668750e+01	7.388883e-06	1.055097e-05
7.671875e+01	-1.058939e-06	1.039826e-05
7.675000e+01	1.002677e-06	1.042920e-05
7.678125e+01	3.909921e-06	1.086639e-05
7.681250e+01	-2.536936e-06	1.133594e-05
7.684375e+01	-5.624003e-06	1.184956e-05
7.687500e+01	3.154962e-06	1.137519e-05
7.690625e+01	1.129818e-05	1.046937e-05
7.693750e+01	-1.013426e-05	1.037842e-05
7.696875e+01	1.565277e-06	1.028105e-05
7.700000e+01	3.234899e-06	1.026877e-05
7.703125e+01	-2.855093e-06	1.029637e-05
7.706250e+01	2.659243e-06	1.024539e-05
7.709375e+01	1.518043e-06	1.024989e-05
7.712500e+01	-7.789024e-07	1.029597e-05
7.715625e+01	-4.194490e-06	1.025779e-05
7.718750e+01	4.676263e-06	1.026854e-05
7.721875e+01	-3.949532e-06	1.035451e-05
7.725000e+01	6.957719e-06	1.037065e-05
7.728125e+01	4.567957e-06	1.036405e-05
7.731250e+01	1.801799e-06	1.038878e-05
7.734375e+01	2.817622e-06	1.037100e-05
7.737500e+01	-1.339202e-05	1.036152e-05
7.740625e+01	-1.062633e-06	1.035637e-05
7.743750e+01	6.423813e-06	1.040093e-05
7.746875e+01	-2.026364e-06	1.049255e-05
7.753125e+01	-9.142591e-07	1.053486e-05
7.756250e+01	-5.324301e-06	1.050181e-05
7.759375e+01	3.838700e-06	1.051505e-05
7.762500e+01	-1.224737e-05	1.052373e-05
7.765625e+01	-3.134444e-06	1.054048e-05
7.768750e+01	-1.931639e-06	1.062497e-05
7.771875e+01	-6.872272e-06	1.065298e-05
7.775000e+01	-4.550837e-07	1.064395e-05
7.778125e+01	-9.651685e-07	1.065985e-05
7.781250e+01	-2.172496e-07	1.066595e-05
7.784375e+01	1.039846e-05	1.068963e-05
7.787500e+01	-7.796008e-06	1.069884e-05
7.790625e+01	-4.917724e-06	1.070942e-05
7.793750e+01	-2.633356e-06	1.072108e-05
7.796875e+01	7.763175e-06	1.077179e-05
7.800000e+01	-5.391743e-06	1.079341e-05
7.803125e+01	3.151080e-07	1.075198e-05
7.806250e+01	1.445100e-06	1.075064e-05
7.809375e+01	1.415390e-05	1.074065e-05
7.812500e+01	-5.791610e-06	1.074452e-05
7.815625e+01	6.613934e-07	1.078394e-05
7.818750e+01	1.069908e-06	1.074788e-05
7.821875e+01	4.531714e-06	1.078351e-05
7.825000e+01	1.632585e-06	1.081284e-05
7.828125e+01	4.786083e-06	1.080106e-05
7.831250e+01	-5.622142e-06	1.079473e-05
7.834375e+01	-4.960274e-08	1.078857e-05
7.837500e+01	3.621755e-06	1.079136e-05
7.840625e+01	4.295011e-06	1.075816e-05
7.843750e+01	2.679746e-06	1.074453e-05
7.846875e+01	-1.001268e-06	1.078924e-05
7.853125e+01	-5.871842e-07	1.087457e-05
7.856250e+01	-5.083497e-06	1.077564e-05
7.859375e+01	1.387929e-07	1.076750e-05
7.862500e+01	8.817916e-06	1.076738e-05
7.865625e+01	-2.118857e-05	1.076557e-05
7.868750e+01	1.925858e-06	1.071966e-05
7.871875e+01	3.483865e-06	1.070520e-05
7.875000e+01	-1.322581e-07	1.073933e-05
7.878125e+01	-3.703248e-06	1.071926e-05
7.881250e+01	-3.561107e-06	1.071818e-05
7.884375e+01	-7.578352e-06	1.075574e-05
7.887500e+01	3.712300e-06	1.070959e-05
7.890625e+01	1.651317e-06	1.068162e-05
7.893750e+01	-6.068289e-07	1.067406e-05
7.896875e+01	1.230673e-06	1.064615e-05
7.900000e+01	-6.267730e-07	1.061528e-05
7.903125e+01	7.472379e-06	1.061227e-05
7.906250e+01	-2.243917e-06	1.058532e-05
7.909375e+01	-5.472216e-06	1.054071e-05
7.912500e+01	-4.452395e-06	1.049980e-05
7.915625e+01	9.942107e-06	1.049643e-05
7.918750e+01	-2.536127e-07	1.082662e-05
7.921875e+01	-3.654036e-06	1.074092e-05
7.925000e+01	-2.468759e-06	1.044927e-05
7.928125e+01	3.056755e-06	1.041415e-05
7.931250e+01	9.063478e-06	1.040096e-05
7.934375e+01	2.476725e-06	1.039273e-05
7.937500e+01	-6.327392e-07	1.037010e-05
7.940625e+01	4.249532e-06	1.032183e-05
7.943750e+01	3.108759e-06	1.028617e-05
7.946875e+01	1.714478e-06	1.030701e-05
7.953125e+01	1.313181e-06	1.027964e-05
7.956250e+01	-5.813272e-06	1.022024e-05
7.959375e+01	-4.439077e-06	1.020315e-05
7.962500e+01	-1.270932e-06	1.022306e-05
7.965625e+01	4.303760e-06	1.024637e-05
7.968750e+01	4.501303e-06	1.101383e-05
7.971875e+01	-9.462911e-06	1.083222e-05
7.975000e+01	-8.259312e-06	1.018010e-05
7.978125e+01	3.913394e-06	1.013663e-05
7.981250e+01	-4.836597e-06	1.012779e-05
7.984375e+01	-3.986295e-06	1.016642e-05
7.987500e+01	-5.399864e-06	1.014823e-05
7.990625e+01	-2.546497e-06	1.012850e-05
7.993750e+01	2.200802e-06	1.010088e-05
7.996875e+01	5.197094e-06	1.120828e-05
8.003125e+01	-1.082553e-07	1.116594e-05
8.006250e+01	1.052872e-05	1.010435e-05
8.009375e+01	9.464109e-07	1.010638e-05
8.012500e+01	6.641816e-06	1.008353e-05
8.015625e+01	2.460065e-06	1.009748e-05
8.018750e+01	4.234813e-06	1.017718e-05
8.021875e+01	4.374417e-07	1.018642e-05
8.025000e+01	-1.895745e-06	1.015156e-05
8.028125e+01	7.453226e-07	1.015418e-05
8.031250e+01	1.327982e-06	1.014938e-05
8.034375e+01	-6.996081e-06	1.015358e-05
8.037500e+01	1.224320e-06	1.022828e-05
8.040625e+01	4.362008e-06	1.027394e-05
8.043750e+01	7.887205e-06	1.027013e-05
8.046875e+01	9.302887e-06	1.033701e-05
8.053125e+01	-4.407717e-06	1.033135e-05
8.056250e+01	-7.758213e-06	1.029699e-05
8.059375e+01	1.362028e-06	1.035705e-05
8.062500e+01	-4.122849e-06	1.036702e-05
8.065625e+01	-5.419207e-06	1.037092e-05
8.068750e+01	5.023832e-06	1.042428e-05
8.071875e+01	5.009060e-06	1.045178e-05
8.075000e+01	3.032254e-06	1.046227e-05
8.078125e+01	1.385170e-06	1.048881e-05
8.081250e+01	5.562047e-06	1.050512e-05
8.084375e+01	-6.072115e-06	1.053569e-05
8.087500e+01	3.003379e-06	1.052621e-05
8.090625e+01	-1.290264e-05	1.057569e-05
8.093750e+01	-9.367496e-07	1.056572e-05
8.096875e+01	7.301012e-06	1.059049e-05
8.100000e+01	7.488908e-06	1.060268e-05
8.103125e+01	2.163850e-06	1.064170e-05
8.106250e+01	2.254810e-06	1.068471e-05
8.109375e+01	-5.516094e-08	1.068877e-05
8.112500e+01	-2.220343e-06	1.073919e-05
8.115625e+01	5.410128e-06	1.074503e-05
8.118750e+01	4.476747e-07	1.077433e-05
8.121875e+01	1.188638e-06	1.080296e-05
8.125000e+01	2.482006e-06	1.079421e-05
8.128125e+01	-7.967038e-06	1.081757e-05
8.131250e+01	-3.621857e-06	1.086870e-05
8.134375e+01	7.809575e-06	1.091822e-05
8.137500e+01	3.402353e-06	1.093892e-05
8.140625e+01	-3.770672e-06	1.097444e-05
8.143750e+01	-3.811374e-06	1.097858e-05
8.146875e+01	2.379948e-06	1.102443e-05
8.153125e+01	2.700581e-06	1.113317e-05
8.156250e+01	1.278540e-06	1.113364e-05
8.159375e+01	1.386504e-06	1.118145e-05
8.162500e+01	1.134040e-06	1.117693e-05
8.165625e+01	1.942025e-06	1.118246e-05
8.168750e+01	2.986077e-06	1.116421e-05
8.171875e+01	9.678376e-07	1.120254e-05
8.175000e+01	3.594508e-06	1.125370e-05
8.178125e+01	-5.737453e-06	1.128707e-05
8.181250e+01	5.030623e-06	1.125081e-05
8.184375e+01	-1.404263e-05	1.126116e-05
8.187500e+01	-1.647144e-06	1.125812e-05
8.190625e+01	-9.107103e-06	1.124750e-05
8.193750e+01	7.347266e-06	1.124183e-05
8.196875e+01	-3.596704e-06	1.124827e-05
8.200000e+01	4.892598e-06	1.126374e-05
8.203125e+01	-1.754864e-07	1.127635e-05
8.206250e+01	-5.851181e-06	1.125961e-05
8.209375e+01	-2.472817e-06	1.129187e-05
8.212500e+01	-3.034285e-06	1.132788e-05
8.215625e+01	-3.894001e-06	1.131226e-05
8.218750e+01	-2.167315e-06	1.129526e-05
8.221875e+01	1.708761e-07	1.133335e-05
8.225000e+01	6.722421e-06	1.134089e-05
8.228125e+01	1.161134e-05	1.131971e-05
8.231250e+01	-5.595893e-07	1.133218e-05
8.234375e+01	1.485208e-06	1.133522e-05
8.237500e+01	3.383213e-06	1.139182e-05
8.240625e+01	-7.326253e-07	1.136875e-05
8.243750e+01	6.285747e-06	1.134036e-05
8.246875e+01	2.868506e-08	1.144517e-05
8.253125e+01	-1.563691e-06	1.147511e-05
8.256250e+01	-4.080846e-06	1.138865e-05
8.259375e+01	-8.609408e-07	1.143349e-05
8.262500e+01	-4.100502e-06	1.144178e-05
8.265625e+01	-4.831578e-06	1.142345e-05
8.268750e+01	2.146878e-06	1.143374e-05
8.271875e+01	8.899221e-06	1.141242e-05
8.275000e+01	-1.289526e-06	1.141954e-05
8.278125e+01	5.209068e-08	1.139497e-05
8.281250e+01	5.175004e-06	1.138078e-05
8.284375e+01	2.626772e-06	1.141151e-05
8.287500e+01	8.795363e-06	1.144811e-05
8.290625e+01	-3.849332e-06	1.143892e-05
8.293750e+01	-1.044448e-06	1.141422e-05
8.296875e+01	-3.807376e-06	1.140763e-05
8.300000e+01	8.606374e-07	1.142770e-05
8.303125e+01	-7.927521e-06	1.135825e-05
8.306250e+01	-6.070638e-06	1.137104e-05
8.309375e+01	-2.301740e-06	1.136812e-05
8.312500e+01	-3.070776e-06	1.142147e-05
8.315625e+01	-3.616546e-07	1.139854e-05
8.318750e+01	-4.880546e-06	1.139124e-05
8.321875e+01	-6.009850e-06	1.139700e-05
8.325000e+01	2.601011e-06	1.137928e-05
8.328125e+01	-3.205482e-06	1.179610e-05
8.331250e+01	-2.865596e-06	1.310095e-05
8.334375e+01	1.362933e-05	1.202709e-05
8.337500e+01	-2.458549e-06	1.139766e-05
8.340625e+01	-2.609711e-06	1.136242e-05
8.343750e+01	7.275586e-06	1.148884e-05
8.346875e+01	6.060729e-07	1.145139e-05
8.353125e+01	-3.856615e-06	1.133575e-05
8.356250e+01	-2.776373e-07	1.130300e-05
8.359375e+01	-9.846500e-06	1.126403e-05
8.362500e+01	-8.134709e-07	1.122565e-05
8.365625e+01	6.412107e-06	1.122952e-05
8.368750e+01	8.517987e-06	1.124061e-05
8.371875e+01	-2.946643e-06	1.122431e-05
8.375000e+01	1.637000e-06	1.130936e-05
8.378125e+01	3.376601e-06	1.125836e-05
8.381250e+01	-1.170119e-06	1.120812e-05
8.384375e+01	-1.118457e-06	1.132829e-05
8.387500e+01	-1.164839e-05	1.379995e-05
8.390625e+01	1.043202e-06	1.431532e-05
8.393750e+01	-3.916990e-06	1.220053e-05
8.396875e+01	9.108659e-06	1.121053e-05
8.400000e+01	3.942229e-06	1.125118e-05
8.403125e+01	-2.983296e-06	1.120342e-05
8.406250e+01	7.231536e-06	1.114263e-05
8.409375e+01	-4.623229e-06	1.113546e-05
8.412500e+01	5.620416e-06	1.117984e-05
8.415625e+01	-9.849343e-06	1.117533e-05
8.418750e+01	-1.055701e-05	1.116637e-05
8.421875e+01	1.112645e-06	1.116511e-05
8.425000e+01	-8.962404e-06	1.112834e-05
8.428125e+01	-7.264748e-06	1.113119e-05
8.431250e+01	3.706984e-07	1.119861e-05
8.434375e+01	-1.968898e-06	1.114539e-05
8.437500e+01	-3.667842e-06	1.114418e-05
8.440625e+01	9.606954e-08	1.111696e-05
8.443750e+01	3.144490e-07	1.108343e-05
8.446875e+01	7.746531e-06	1.113231e-05
8.453125e+01	4.606486e-06	1.111525e-05
8.456250e+01	6.029626e-06	1.103851e-05
8.459375e+01	-4.692057e-06	1.103928e-05
8.462500e+01	-1.075273e-05	1.098072e-05
8.465625e+01	8.017133e-07	1.096216e-05
8.468750e+01	4.860745e-06	1.096049e-05
8.471875e+01	-2.999403e-06	1.096007e-05
8.475000e+01	2.142934e-06	1.099897e-05
8.478125e+01	-1.842067e-07	1.093634e-05
8.481250e+01	-6.330420e-06	1.090025e-05
8.484375e+01	-4.265061e-06	1.088580e-05
8.487500e+01	-8.724858e-07	1.085934e-05
8.490625e+01	-2.736134e-06	1.082741e-05
8.493750e+01	4.737764e-07	1.078895e-05
8.496875e+01	6.061709e-08	1.077861e-05
8.500000e+01	1.001474e-05	1.076308e-05
8.503125e+01	1.077977e-06	1.071631e-05
8.506250e+01	2.906625e-07	1.066366e-05
8.509375e+01	1.108325e-05	1.064087e-05
8.512500e+01	3.586674e-06	1.062272e-05
8.515625e+01	1.683662e-06	1.060977e-05
8.518750e+01	7.181169e-08	1.061613e-05
8.521875e+01	1.267235e-05	1.064518e-05
8.525000e+01	2.766662e-07	1.064730e-05
8.528125e+01	-1.898650e-06	1.062890e-05
8.531250e+01	-7.332236e-07	1.058683e-05
8.534375e+01	9.557917e-07	1.057938e-05
8.537500e+01	1.232123e-06	1.056097e-05
8.540625e+01	3.119015e-06	1.054639e-05
8.543750e+01	7.581804e-06	1.054976e-05
8.546875e+01	-5.979679e-06	1.062833e-05
8.553125e+01	-3.120649e-06	1.060345e-05
8.556250e+01	-6.928030e-06	1.055978e-05
8.559375e+01	5.264517e-07	1.056513e-05
8.562500e+01	-3.345692e-06	1.055713e-05
8.565625e+01	-5.655693e-06	1.059144e-05
8.568750e+01	4.253749e-06	1.062943e-05
8.571875e+01	5.661468e-07	1.059302e-05
8.575000e+01	1.123659e-06	1.057995e-05
